sep=,
"Input","Match type","Approved symbol","Approved name","HGNC ID","Location"
"PGS1","Approved symbol","PGS1","phosphatidylglycerophosphate synthase 1","HGNC:30029","17q25.3"
"PGS1","Alias symbol","TPGS1","tubulin polyglutamylase complex subunit 1","HGNC:25058","19p13.3"
"PSMC5","Approved symbol","PSMC5","proteasome 26S subunit, ATPase 5","HGNC:9552","17q23.3"
"UIMC1","Approved symbol","UIMC1","ubiquitin interaction motif containing 1","HGNC:30298","5q35.2"
"CETP","Approved symbol","CETP","cholesteryl ester transfer protein","HGNC:1869","16q13"
"MMP2","Approved symbol","MMP2","matrix metallopeptidase 2","HGNC:7166","16q12.2"
"MT3","Approved symbol","MT3","metallothionein 3","HGNC:7408","16q13"
"LPCAT2","Approved symbol","LPCAT2","lysophosphatidylcholine acyltransferase 2","HGNC:26032","16q12.2"
"GNAO1","Approved symbol","GNAO1","G protein subunit alpha o1","HGNC:4389","16q13"
"OGFOD1","Approved symbol","OGFOD1","2-oxoglutarate and iron dependent oxygenase domain containing 1","HGNC:25585","16q13"
"SH3BP2","Approved symbol","SH3BP2","SH3 domain binding protein 2","HGNC:10825","4p16.3"
"NOP14","Approved symbol","NOP14","NOP14 nucleolar protein","HGNC:16821","4p16.3"
"ADD1","Approved symbol","ADD1","adducin 1","HGNC:243","4p16.3"
"L2HGDH","Approved symbol","L2HGDH","L-2-hydroxyglutarate dehydrogenase","HGNC:20499","14q21.3"
"TXNDC16","Approved symbol","TXNDC16","thioredoxin domain containing 16","HGNC:19965","14q22.1"
"RTRAF","Approved symbol","RTRAF","RNA transcription, translation and transport factor","HGNC:23169","14q22.1"
"NID2","Approved symbol","NID2","nidogen 2","HGNC:13389","14q22.1"
"GMCL1","Approved symbol","GMCL1","germ cell-less 1, spermatogenesis associated","HGNC:23843","2p13.3"
"SF3B2","Approved symbol","SF3B2","splicing factor 3b subunit 2","HGNC:10769","11q13.1"
"KLHL42","Approved symbol","KLHL42","kelch like family member 42","HGNC:29252","12p11.22"
"GNAS","Approved symbol","GNAS","GNAS complex locus","HGNC:4392","20q13.32"
"DNM1L","Approved symbol","DNM1L","dynamin 1 like","HGNC:2973","12p11.21"
"PTHLH","Approved symbol","PTHLH","parathyroid hormone like hormone","HGNC:9607","12p11.22"
"PHACTR3","Approved symbol","PHACTR3","phosphatase and actin regulator 3","HGNC:15833","20q13.32-q13.33"
"ERGIC2","Approved symbol","ERGIC2","ERGIC and golgi 2","HGNC:30208","12p11.22"
"TFAP2C","Approved symbol","TFAP2C","transcription factor AP-2 gamma","HGNC:11744","20q13.31"
"AURKA","Approved symbol","AURKA","aurora kinase A","HGNC:11393","20q13.2"
"CASS4","Approved symbol","CASS4","Cas scaffold protein family member 4","HGNC:15878","20q13.31"
"PIR","Approved symbol","PIR","pirin","HGNC:30048","Xp22.2"
"AAMDC","Approved symbol","AAMDC","adipogenesis associated Mth938 domain containing","HGNC:30205","11q14.1"
"RFX2","Approved symbol","RFX2","regulatory factor X2","HGNC:9983","19p13.3"
"METTL2A","Approved symbol","METTL2A","methyltransferase 2A, tRNA N3-cytidine","HGNC:25755","17q23.2"
"SULT2B1","Approved symbol","SULT2B1","sulfotransferase family 2B member 1","HGNC:11459","19q13.33"
"ALG6","Approved symbol","ALG6","ALG6 alpha-1,3-glucosyltransferase","HGNC:23157","1p31.3"
"CNOT3","Approved symbol","CNOT3","CCR4-NOT transcription complex subunit 3","HGNC:7879","19q13.42"
"GP6","Approved symbol","GP6","glycoprotein VI platelet","HGNC:14388","19q13.42"
"PTPN4","Approved symbol","PTPN4","protein tyrosine phosphatase non-receptor type 4","HGNC:9656","2q14.2"
"DDX18","Approved symbol","DDX18","DEAD-box helicase 18","HGNC:2741","2q14.1"
"KHSRP","Approved symbol","KHSRP","KH-type splicing regulatory protein","HGNC:6316","19p13.3"
"GNA11","Approved symbol","GNA11","G protein subunit alpha 11","HGNC:4379","19p13.3"
"ASAP3","Approved symbol","ASAP3","ArfGAP with SH3 domain, ankyrin repeat and PH domain 3","HGNC:14987","1p36.12"
"EDEM2","Approved symbol","EDEM2","ER degradation enhancing alpha-mannosidase like protein 2","HGNC:15877","20q11.22"
"DNMT3B","Approved symbol","DNMT3B","DNA methyltransferase 3 beta","HGNC:2979","20q11.21"
"REM1","Approved symbol","REM1","RRAD and GEM like GTPase 1","HGNC:15922","20q11.21"
"TPX2","Approved symbol","TPX2","TPX2 microtubule nucleation factor","HGNC:1249","20q11.21"
"PDRG1","Approved symbol","PDRG1","p53 and DNA damage regulated 1","HGNC:16119","20q11.21"
"EPB41L1","Approved symbol","EPB41L1","erythrocyte membrane protein band 4.1 like 1","HGNC:3378","20q11.23"
"SLC15A1","Approved symbol","SLC15A1","solute carrier family 15 member 1","HGNC:10920","13q32.2-q32.3"
"DOCK9","Approved symbol","DOCK9","dedicator of cytokinesis 9","HGNC:14132","13q32.3"
"ANKRD10","Approved symbol","ANKRD10","ankyrin repeat domain 10","HGNC:20265","13q34"
"TGDS","Approved symbol","TGDS","TDP-glucose 4,6-dehydratase","HGNC:20324","13q32.1"
"DOCK3","Approved symbol","DOCK3","dedicator of cytokinesis 3","HGNC:2989","3p21.2"
"C3orf18","Approved symbol","C3orf18","chromosome 3 open reading frame 18","HGNC:24837","3p21.31"
"COQ9","Approved symbol","COQ9","coenzyme Q9","HGNC:25302","16q21"
"TMEM40","Approved symbol","TMEM40","transmembrane protein 40","HGNC:25620","3p25.2"
"KIF9","Approved symbol","KIF9","kinesin family member 9","HGNC:16666","3p21.31"
"ARHGAP28","Approved symbol","ARHGAP28","Rho GTPase activating protein 28","HGNC:25509","18p11.31"
"CRLS1","Approved symbol","CRLS1","cardiolipin synthase 1","HGNC:16148","20p12.3"
"DEFB127","Approved symbol","DEFB127","defensin beta 127","HGNC:16206","20p13"
"PPP1R13B","Approved symbol","PPP1R13B","protein phosphatase 1 regulatory subunit 13B","HGNC:14950","14q32.33"
"ATRN","Approved symbol","ATRN","attractin","HGNC:885","20p13"
"SMOX","Approved symbol","SMOX","spermine oxidase","HGNC:15862","20p13"
"SIGLEC1","Approved symbol","SIGLEC1","sialic acid binding Ig like lectin 1","HGNC:11127","20p13"
"FKBP1A","Approved symbol","FKBP1A","FKBP prolyl isomerase 1A","HGNC:3711","20p13"
"NSFL1C","Approved symbol","NSFL1C","NSFL1 cofactor","HGNC:15912","20p13"
"SLC4A11","Approved symbol","SLC4A11","solute carrier family 4 member 11","HGNC:16438","20p13"
"DNAAF9","Approved symbol","DNAAF9","dynein axonemal assembly factor 9","HGNC:17721","20p13"
"ZNF343","Approved symbol","ZNF343","zinc finger protein 343","HGNC:16017","20p13"
"EBF4","Approved symbol","EBF4","EBF family member 4","HGNC:29278","20p13"
"CPXM1","Approved symbol","CPXM1","carboxypeptidase X, M14 family member 1","HGNC:15771","20p13"
"MAVS","Approved symbol","MAVS","mitochondrial antiviral signaling protein","HGNC:29233","20p13"
"LZTS3","Approved symbol","LZTS3","leucine zipper tumor suppressor family member 3","HGNC:30139","20p13"
"F11","Approved symbol","F11","coagulation factor XI","HGNC:3529","4q35.2"
"F11","Alias symbol","ZNF160","zinc finger protein 160","HGNC:12948","19q13.42"
"XRN2","Approved symbol","XRN2","5'-3' exoribonuclease 2","HGNC:12836","20p11.22"
"KIZ","Approved symbol","KIZ","kizuna centrosomal protein","HGNC:15865","20p11.23"
"DYNLL1","Approved symbol","DYNLL1","dynein light chain LC8-type 1","HGNC:15476","12q24.31"
"TESC","Approved symbol","TESC","tescalcin","HGNC:26065","12q24.22"
"SNX5","Approved symbol","SNX5","sorting nexin 5","HGNC:14969","20p11.23"
"RPL6","Approved symbol","RPL6","ribosomal protein L6","HGNC:10362","12q24.13"
"SIRPG","Approved symbol","SIRPG","signal regulatory protein gamma","HGNC:15757","20p13"
"MAPKAPK5","Approved symbol","MAPKAPK5","MAPK activated protein kinase 5","HGNC:6889","12q24.12-q24.13"
"P2RX7","Approved symbol","P2RX7","purinergic receptor P2X 7","HGNC:8537","12q24.31"
"ESF1","Approved symbol","ESF1","ESF1 nucleolar pre-rRNA processing protein homolog","HGNC:15898","20p12.1"
"RBBP9","Approved symbol","RBBP9","RB binding protein 9, serine hydrolase","HGNC:9892","20p11.23"
"ANAPC5","Approved symbol","ANAPC5","anaphase promoting complex subunit 5","HGNC:15713","12q24.31"
"SLC23A2","Approved symbol","SLC23A2","solute carrier family 23 member 2","HGNC:10973","20p13"
"SLC23A2","Previous symbol","SLC23A1","solute carrier family 23 member 1","HGNC:10974","5q31.2"
"SLC8B1","Approved symbol","SLC8B1","solute carrier family 8 member B1","HGNC:26175","12q24.13"
"TMEM230","Approved symbol","TMEM230","transmembrane protein 230","HGNC:15876","20p13-p12.3"
"DZANK1","Approved symbol","DZANK1","double zinc ribbon and ankyrin repeat domains 1","HGNC:15858","20p11.23"
"KDM2B","Approved symbol","KDM2B","lysine demethylase 2B","HGNC:13610","12q24.31"
"CFAP61","Approved symbol","CFAP61","cilia and flagella associated protein 61","HGNC:15872","20p11.23"
"LHX5","Approved symbol","LHX5","LIM homeobox 5","HGNC:14216","12q24.13"
"TASP1","Approved symbol","TASP1","taspase 1","HGNC:15859","20p12.1"
"OAS1","Approved symbol","OAS1","2'-5'-oligoadenylate synthetase 1","HGNC:8086","12q24.13"
"GCN1","Approved symbol","GCN1","GCN1 activator of EIF2AK4","HGNC:4199","12q24.23"
"RPLP0","Approved symbol","RPLP0","ribosomal protein lateral stalk subunit P0","HGNC:10371","12q24.23"
"PXN","Approved symbol","PXN","paxillin","HGNC:9718","12q24.23"
"PXN","Alias symbol","PXDN","peroxidasin","HGNC:14966","2p25.3"
"SIRT4","Approved symbol","SIRT4","sirtuin 4","HGNC:14932","12q24.31"
"RPH3A","Approved symbol","RPH3A","rabphilin 3A","HGNC:17056","12q24.13"
"KIF16B","Approved symbol","KIF16B","kinesin family member 16B","HGNC:15869","20p12.1"
"TRMT6","Approved symbol","TRMT6","tRNA methyltransferase 6 non-catalytic subunit","HGNC:20900","20p12.3"
"CHGB","Approved symbol","CHGB","chromogranin B","HGNC:1930","20p12.3"
"PEBP1","Approved symbol","PEBP1","phosphatidylethanolamine binding protein 1","HGNC:8630","12q24.23"
"TBX5","Approved symbol","TBX5","T-box transcription factor 5","HGNC:11604","12q24.21"
"BRAP","Approved symbol","BRAP","BRCA1 associated protein","HGNC:1099","12q24.12"
"BRAP","Alias symbol","C6orf89","chromosome 6 open reading frame 89","HGNC:21114","6p21.2"
"ERP29","Approved symbol","ERP29","endoplasmic reticulum protein 29","HGNC:13799","12q24.13"
"NOS1","Approved symbol","NOS1","nitric oxide synthase 1","HGNC:7872","12q24.22"
"NOS1","Alias symbol","NANOS1","nanos C2HC-type zinc finger 1","HGNC:23044","10q26.11"
"FUS","Approved symbol","FUS","FUS RNA binding protein","HGNC:4010","16p11.2"
"IGBP1","Approved symbol","IGBP1","immunoglobulin binding protein 1","HGNC:5461","Xq13.1"
"FXYD5","Approved symbol","FXYD5","FXYD domain containing ion transport regulator 5","HGNC:4029","19q13.12"
"ZNF302","Approved symbol","ZNF302","zinc finger protein 302","HGNC:13848","19q13.11"
"GRAMD1A","Approved symbol","GRAMD1A","GRAM domain containing 1A","HGNC:29305","19q13.11"
"FXYD3","Approved symbol","FXYD3","FXYD domain containing ion transport regulator 3","HGNC:4027","19q13.12"
"HEPH","Approved symbol","HEPH","hephaestin","HGNC:4866","Xq12"
"CDIP1","Approved symbol","CDIP1","cell death inducing p53 target 1","HGNC:13234","16p13.3"
"CMTM1","Approved symbol","CMTM1","CKLF like MARVEL transmembrane domain containing 1","HGNC:19172","16q21"
"KCNH4","Approved symbol","KCNH4","potassium voltage-gated channel subfamily H member 4","HGNC:6253","17q21.2"
"GANAB","Approved symbol","GANAB","glucosidase II alpha subunit","HGNC:4138","11q12.3"
"GMIP","Approved symbol","GMIP","GEM interacting protein","HGNC:24852","19p13.11"
"RBM41","Approved symbol","RBM41","RNA binding motif protein 41","HGNC:25617","Xq22.3"
"BIRC5","Approved symbol","BIRC5","baculoviral IAP repeat containing 5","HGNC:593","17q25.3"
"LAG3","Approved symbol","LAG3","lymphocyte activating 3","HGNC:6476","12p13.31"
"MLF2","Approved symbol","MLF2","myeloid leukemia factor 2","HGNC:7126","12p13.31"
"OTUB2","Approved symbol","OTUB2","OTU deubiquitinase, ubiquitin aldehyde binding 2","HGNC:20351","14q32.12"
"DDX24","Approved symbol","DDX24","DEAD-box helicase 24","HGNC:13266","14q32.12"
"ZBTB25","Approved symbol","ZBTB25","zinc finger and BTB domain containing 25","HGNC:13112","14q23.3"
"NECAP1","Approved symbol","NECAP1","NECAP endocytosis associated 1","HGNC:24539","12p13.31"
"ARHGAP4","Approved symbol","ARHGAP4","Rho GTPase activating protein 4","HGNC:674","Xq28"
"ANKRD24","Approved symbol","ANKRD24","ankyrin repeat domain 24","HGNC:29424","19p13.3"
"DHX32","Approved symbol","DHX32","DEAH-box helicase 32 (putative)","HGNC:16717","10q26.2"
"RCOR1","Approved symbol","RCOR1","REST corepressor 1","HGNC:17441","14q32.31"
"GPATCH2L","Approved symbol","GPATCH2L","G-patch domain containing 2 like","HGNC:20210","14q24.3"
"LTBP4","Approved symbol","LTBP4","latent transforming growth factor beta binding protein 4","HGNC:6717","19q13.2"
"BLVRB","Approved symbol","BLVRB","biliverdin reductase B","HGNC:1063","19q13.2"
"SLC9A1","Approved symbol","SLC9A1","solute carrier family 9 member A1","HGNC:11071","1p36.11"
"SPTLC1","Approved symbol","SPTLC1","serine palmitoyltransferase long chain base subunit 1","HGNC:11277","9q22.31"
"PAPOLA","Approved symbol","PAPOLA","poly(A) polymerase alpha","HGNC:14981","14q32.2"
"CCNK","Approved symbol","CCNK","cyclin K","HGNC:1596","14q32.2"
"PCBP4","Approved symbol","PCBP4","poly(rC) binding protein 4","HGNC:8652","3p21.2"
"RGS1","Approved symbol","RGS1","regulator of G protein signaling 1","HGNC:9991","1q31.2"
"YPEL3","Approved symbol","YPEL3","yippee like 3","HGNC:18327","16p11.2"
"MRPS33","Approved symbol","MRPS33","mitochondrial ribosomal protein S33","HGNC:16634","7q34"
"NDUFB2","Approved symbol","NDUFB2","NADH:ubiquinone oxidoreductase subunit B2","HGNC:7697","7q34"
"NUDC","Approved symbol","NUDC","nuclear distribution C, dynein complex regulator","HGNC:8045","1p36.11"
"MAEA","Approved symbol","MAEA","macrophage erythroblast attacher, E3 ubiquitin ligase","HGNC:13731","4p16.3"
"ICAM1","Approved symbol","ICAM1","intercellular adhesion molecule 1","HGNC:5344","19p13.2"
"STRN4","Approved symbol","STRN4","striatin 4","HGNC:15721","19q13.32"
"IRAK3","Approved symbol","IRAK3","interleukin 1 receptor associated kinase 3","HGNC:17020","12q14.3"
"LYZ","Approved symbol","LYZ","lysozyme","HGNC:6740","12q15"
"SI","Approved symbol","SI","sucrase-isomaltase","HGNC:10856","3q26.1"
"SI","Alias symbol","PMEL","premelanosome protein","HGNC:10880","12q13.2"
"MUL1","Approved symbol","MUL1","mitochondrial E3 ubiquitin protein ligase 1","HGNC:25762","1p36.12"
"TFAP4","Approved symbol","TFAP4","transcription factor AP-4","HGNC:11745","16p13.3"
"PDCD7","Approved symbol","PDCD7","programmed cell death 7","HGNC:8767","15q22.31"
"SPG21","Approved symbol","SPG21","SPG21 abhydrolase domain containing, maspardin","HGNC:20373","15q22.31"
"FETUB","Approved symbol","FETUB","fetuin B","HGNC:3658","3q27.3"
"DNAJB11","Approved symbol","DNAJB11","DnaJ heat shock protein family (Hsp40) member B11","HGNC:14889","3q27.3"
"P3H2","Approved symbol","P3H2","prolyl 3-hydroxylase 2","HGNC:19317","3q28"
"THPO","Approved symbol","THPO","thrombopoietin","HGNC:11795","3q27.1"
"CHRD","Approved symbol","CHRD","chordin","HGNC:1949","3q27.1"
"FLT3LG","Approved symbol","FLT3LG","fms related receptor tyrosine kinase 3 ligand","HGNC:3766","19q13.33"
"RAB11FIP3","Approved symbol","RAB11FIP3","RAB11 family interacting protein 3","HGNC:17224","16p13.3"
"GNPTG","Approved symbol","GNPTG","N-acetylglucosamine-1-phosphate transferase subunit gamma","HGNC:23026","16p13.3"
"ZNF268","Approved symbol","ZNF268","zinc finger protein 268","HGNC:13061","12q24.33"
"GOLGA3","Approved symbol","GOLGA3","golgin A3","HGNC:4426","12q24.33"
"PABPC4","Approved symbol","PABPC4","poly(A) binding protein cytoplasmic 4","HGNC:8557","1p34.3"
"CD209","Approved symbol","CD209","CD209 molecule","HGNC:1641","19p13.2"
"CERS4","Approved symbol","CERS4","ceramide synthase 4","HGNC:23747","19p13.2"
"MCOLN1","Approved symbol","MCOLN1","mucolipin TRP cation channel 1","HGNC:13356","19p13.2"
"USP48","Approved symbol","USP48","ubiquitin specific peptidase 48","HGNC:18533","1p36.12"
"EFNB1","Approved symbol","EFNB1","ephrin B1","HGNC:3226","Xq13.1"
"PDPR","Approved symbol","PDPR","pyruvate dehydrogenase phosphatase regulatory subunit","HGNC:30264","16q22.1"
"AARS1","Approved symbol","AARS1","alanyl-tRNA synthetase 1","HGNC:20","16q22.1"
"GLG1","Approved symbol","GLG1","golgi glycoprotein 1","HGNC:4316","16q23.1"
"KIF4A","Approved symbol","KIF4A","kinesin family member 4A","HGNC:13339","Xq13.1"
"TNRC6A","Approved symbol","TNRC6A","trinucleotide repeat containing adaptor 6A","HGNC:11969","16p12.1"
"PLEKHG2","Approved symbol","PLEKHG2","pleckstrin homology and RhoGEF domain containing G2","HGNC:29515","19q13.2"
"DLL3","Approved symbol","DLL3","delta like canonical Notch ligand 3","HGNC:2909","19q13.2"
"NAT14","Approved symbol","NAT14","N-acetyltransferase 14 (putative)","HGNC:28918","19q13.42"
"PITPNM2","Approved symbol","PITPNM2","phosphatidylinositol transfer protein membrane associated 2","HGNC:21044","12q24.31"
"EXOC1","Approved symbol","EXOC1","exocyst complex component 1","HGNC:30380","4q12"
"RBM27","Approved symbol","RBM27","RNA binding motif protein 27","HGNC:29243","5q32"
"POU4F3","Approved symbol","POU4F3","POU class 4 homeobox 3","HGNC:9220","5q32"
"OSBPL8","Approved symbol","OSBPL8","oxysterol binding protein like 8","HGNC:16396","12q21.2"
"DTX2","Approved symbol","DTX2","deltex E3 ubiquitin ligase 2","HGNC:15973","7q11.23"
"NLRC4","Approved symbol","NLRC4","NLR family CARD domain containing 4","HGNC:16412","2p22.3"
"PUS7","Approved symbol","PUS7","pseudouridine synthase 7","HGNC:26033","7q22.3"
"LAMB4","Approved symbol","LAMB4","laminin subunit beta 4","HGNC:6491","7q31.1"
"NRCAM","Approved symbol","NRCAM","neuronal cell adhesion molecule","HGNC:7994","7q31.1"
"LAMB1","Approved symbol","LAMB1","laminin subunit beta 1","HGNC:6486","7q31.1"
"SLC26A4","Approved symbol","SLC26A4","solute carrier family 26 member 4","HGNC:8818","7q22.3"
"SLC26A3","Approved symbol","SLC26A3","solute carrier family 26 member 3","HGNC:3018","7q22.3-q31.1"
"DLD","Approved symbol","DLD","dihydrolipoamide dehydrogenase","HGNC:2898","7q31.1"
"WDR7","Approved symbol","WDR7","WD repeat domain 7","HGNC:13490","18q21.31"
"TXNL1","Approved symbol","TXNL1","thioredoxin like 1","HGNC:12436","18q21.31"
"IL5RA","Approved symbol","IL5RA","interleukin 5 receptor subunit alpha","HGNC:6017","3p26.2"
"ABCC6","Approved symbol","ABCC6","ATP binding cassette subfamily C member 6","HGNC:57","16p13.11"
"CMTM6","Approved symbol","CMTM6","CKLF like MARVEL transmembrane domain containing 6","HGNC:19177","3p22.3"
"ITGA6","Approved symbol","ITGA6","integrin subunit alpha 6","HGNC:6142","2q31.1"
"RAPGEF4","Approved symbol","RAPGEF4","Rap guanine nucleotide exchange factor 4","HGNC:16626","2q31.1"
"MAP3K20","Approved symbol","MAP3K20","mitogen-activated protein kinase kinase kinase 20","HGNC:17797","2q31.1"
"SMPX","Approved symbol","SMPX","small muscle protein X-linked","HGNC:11122","Xp22.12"
"FH","Approved symbol","FH","fumarate hydratase","HGNC:3700","1q43"
"SEL1L3","Approved symbol","SEL1L3","SEL1L family member 3","HGNC:29108","4p15.2"
"TF","Approved symbol","TF","transferrin","HGNC:11740","3q22.1"
"TF","Alias symbol","F3","coagulation factor III, tissue factor","HGNC:3541","1p21.3"
"CDV3","Approved symbol","CDV3","CDV3 homolog","HGNC:26928","3q22.1"
"MYO15A","Approved symbol","MYO15A","myosin XVA","HGNC:7594","17p11.2"
"ALKBH5","Approved symbol","ALKBH5","alkB homolog 5, RNA demethylase","HGNC:25996","17p11.2"
"APOH","Approved symbol","APOH","apolipoprotein H","HGNC:616","17q24.2"
"NLRP1","Approved symbol","NLRP1","NLR family pyrin domain containing 1","HGNC:14374","17p13"
"PITPNM3","Approved symbol","PITPNM3","PITPNM family member 3","HGNC:21043","17p13.2-p13.1"
"SPAG7","Approved symbol","SPAG7","sperm associated antigen 7","HGNC:11216","17p13.2"
"ORC6","Approved symbol","ORC6","origin recognition complex subunit 6","HGNC:17151","16q11.2"
"ZFHX4","Approved symbol","ZFHX4","zinc finger homeobox 4","HGNC:30939","8q21.13"
"SLC17A6","Approved symbol","SLC17A6","solute carrier family 17 member 6","HGNC:16703","11p14.3"
"CPA1","Approved symbol","CPA1","carboxypeptidase A1","HGNC:2296","7q32.2"
"ZC3HC1","Approved symbol","ZC3HC1","zinc finger C3HC-type containing 1","HGNC:29913","7q32.2"
"ESR1","Approved symbol","ESR1","estrogen receptor 1","HGNC:3467","6q25.1-q25.2"
"RGS17","Approved symbol","RGS17","regulator of G protein signaling 17","HGNC:14088","6q25.2"
"ANGPT2","Approved symbol","ANGPT2","angiopoietin 2","HGNC:485","8p23.1"
"TMEM101","Approved symbol","TMEM101","transmembrane protein 101","HGNC:28653","17q21.31"
"CD200","Approved symbol","CD200","CD200 molecule","HGNC:7203","3q13.2"
"CCDC80","Approved symbol","CCDC80","coiled-coil domain containing 80","HGNC:30649","3q13.2"
"CMA1","Approved symbol","CMA1","chymase 1","HGNC:2097","14q12"
"PSME1","Approved symbol","PSME1","proteasome activator subunit 1","HGNC:9568","14q12"
"PPP2R3C","Approved symbol","PPP2R3C","protein phosphatase 2 regulatory subunit B''gamma","HGNC:17485","14q13.2"
"HAUS4","Approved symbol","HAUS4","HAUS augmin like complex subunit 4","HGNC:20163","14q11.2"
"JPH4","Approved symbol","JPH4","junctophilin 4","HGNC:20156","14q11.2"
"MYH7","Approved symbol","MYH7","myosin heavy chain 7","HGNC:7577","14q11.2"
"CEBPE","Approved symbol","CEBPE","CCAAT enhancer binding protein epsilon","HGNC:1836","14q11.2"
"SLC7A8","Approved symbol","SLC7A8","solute carrier family 7 member 8","HGNC:11066","14q11.2"
"OSGEP","Approved symbol","OSGEP","O-sialoglycoprotein endopeptidase","HGNC:18028","14q11.2"
"SLC22A17","Approved symbol","SLC22A17","solute carrier family 22 member 17","HGNC:23095","14q11.2"
"RNF31","Approved symbol","RNF31","ring finger protein 31","HGNC:16031","14q12"
"SCFD1","Approved symbol","SCFD1","sec1 family domain containing 1","HGNC:20726","14q12"
"G2E3","Approved symbol","G2E3","G2/M-phase specific E3 ubiquitin protein ligase","HGNC:20338","14q12"
"HECTD1","Approved symbol","HECTD1","HECT domain E3 ubiquitin protein ligase 1","HGNC:20157","14q12"
"HNRNPC","Approved symbol","HNRNPC","heterogeneous nuclear ribonucleoprotein C","HGNC:5035","14q11.2"
"RPGRIP1","Approved symbol","RPGRIP1","RPGR interacting protein 1","HGNC:13436","14q11.2"
"SUPT16H","Approved symbol","SUPT16H","SPT16 homolog, facilitates chromatin remodeling subunit","HGNC:11465","14q11.2"
"TOX4","Approved symbol","TOX4","TOX high mobility group box family member 4","HGNC:20161","14q11.2"
"GEMIN2","Approved symbol","GEMIN2","gem nuclear organelle associated protein 2","HGNC:10884","14q21.1"
"TGM1","Approved symbol","TGM1","transglutaminase 1","HGNC:11777","14q12"
"TINF2","Approved symbol","TINF2","TERF1 interacting nuclear factor 2","HGNC:11824","14q12"
"DAZL","Approved symbol","DAZL","deleted in azoospermia like","HGNC:2685","3p24.3"
"TBL1Y","Approved symbol","TBL1Y","transducin beta like 1 Y-linked","HGNC:18502","Yp11.2"
"SEMA6A","Approved symbol","SEMA6A","semaphorin 6A","HGNC:10738","5q23.1"
"TRPM7","Approved symbol","TRPM7","transient receptor potential cation channel subfamily M member 7","HGNC:17994","15q21.2"
"TYRO3","Approved symbol","TYRO3","TYRO3 protein tyrosine kinase","HGNC:12446","15q15.1"
"WDR76","Approved symbol","WDR76","WD repeat domain 76","HGNC:25773","15q15.3"
"CAPN3","Approved symbol","CAPN3","calpain 3","HGNC:1480","15q15.1"
"SNAP23","Approved symbol","SNAP23","synaptosome associated protein 23","HGNC:11131","15q15.1-q15.2"
"TBX15","Approved symbol","TBX15","T-box transcription factor 15","HGNC:11594","1p12"
"PHGDH","Approved symbol","PHGDH","phosphoglycerate dehydrogenase","HGNC:8923","1p12"
"COL9A3","Approved symbol","COL9A3","collagen type IX alpha 3 chain","HGNC:2219","20q13.33"
"EZR","Approved symbol","EZR","ezrin","HGNC:12691","6q25.3"
"MYL6","Approved symbol","MYL6","myosin light chain 6","HGNC:7587","12q13.2"
"AGO1","Approved symbol","AGO1","argonaute RISC component 1","HGNC:3262","1p34.3"
"TEKT2","Approved symbol","TEKT2","tektin 2","HGNC:11725","1p34.3"
"CLSPN","Approved symbol","CLSPN","claspin","HGNC:19715","1p34.3"
"RFFL","Approved symbol","RFFL","ring finger and FYVE like domain containing E3 ubiquitin protein ligase","HGNC:24821","17q12"
"UNC13D","Approved symbol","UNC13D","unc-13 homolog D","HGNC:23147","17q25.3"
"MFSD11","Approved symbol","MFSD11","major facilitator superfamily domain containing 11","HGNC:25458","17q25.1"
"DPYSL2","Approved symbol","DPYSL2","dihydropyrimidinase like 2","HGNC:3014","8p21.2"
"TGFB2","Approved symbol","TGFB2","transforming growth factor beta 2","HGNC:11768","1q41"
"GPATCH2","Approved symbol","GPATCH2","G-patch domain containing 2","HGNC:25499","1q41"
"NUP50","Approved symbol","NUP50","nucleoporin 50","HGNC:8065","22q13.31"
"CDC45","Approved symbol","CDC45","cell division cycle 45","HGNC:1739","22q11.21"
"COMT","Approved symbol","COMT","catechol-O-methyltransferase","HGNC:2228","22q11.21"
"ADA2","Approved symbol","ADA2","adenosine deaminase 2","HGNC:1839","22q11.1"
"ADA2","Alias symbol","TADA2A","transcriptional adaptor 2A","HGNC:11531","17q12"
"ECHDC1","Approved symbol","ECHDC1","ethylmalonyl-CoA decarboxylase 1","HGNC:21489","6q22.33"
"LRRFIP2","Approved symbol","LRRFIP2","LRR binding FLII interacting protein 2","HGNC:6703","3p22.2"
"SEC22C","Approved symbol","SEC22C","SEC22 homolog C, vesicle trafficking protein","HGNC:16828","3p22.1"
"XYLB","Approved symbol","XYLB","xylulokinase","HGNC:12839","3p22.2"
"HDAC6","Approved symbol","HDAC6","histone deacetylase 6","HGNC:14064","Xp11.23"
"OR1I1","Approved symbol","OR1I1","olfactory receptor family 1 subfamily I member 1","HGNC:8207","19p13.1"
"GABRP","Approved symbol","GABRP","gamma-aminobutyric acid type A receptor subunit pi","HGNC:4089","5q35.1"
"KRT31","Approved symbol","KRT31","keratin 31","HGNC:6448","17q21.2"
"CDC6","Approved symbol","CDC6","cell division cycle 6","HGNC:1744","17q21.2"
"UPRT","Approved symbol","UPRT","uracil phosphoribosyltransferase homolog","HGNC:28334","Xq13.3"
"CDC23","Approved symbol","CDC23","cell division cycle 23","HGNC:1724","5q31.2"
"AAAS","Approved symbol","AAAS","aladin WD repeat nucleoporin","HGNC:13666","12q13.13"
"CBX5","Approved symbol","CBX5","chromobox 5","HGNC:1555","12q13.13"
